pathImg,price,title,hot_line,url,rating_total,producer,Màn hình,Hệ điều hành,Camera sau,Camera trước,CPU,ram,memory,chip,Dung lượng pin,Thiết kế
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/xiaomi-black-shark-5-pro-white.jpg,15.450.000 ₫,Xiaomi Black Shark 5 Pro,0969.120.120,https://mobilecity.vn/xiaomi/xiaomi-black-shark-5-pro.html,56 đánh giá và hỏi đáp,Xiaomi,"OLED, 1 tỷ màu, 144Hz, HDR 10+","6.67 inches, tỷ lệ 209",Full HD+ (1080 x 2400 pixels),"Android 12, Joy UI 13","108 MP, f/1.8 (góc rộng) PDAF","13 MP, 120˚ (goc siêu rộng)","5 MP, f/2.4 (macro), AF","Quay phim 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps; HDR10+",16MP (góc rộng),Quay phim 1080p@30fps
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/07/w300/xiaomi-12s-mau-xanh-ngoc.jpg,13.950.000 ₫,Xiaomi 12S (Snapdragon 8+ Gen 1),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-12s.html,1 đánh giá và hỏi đáp,Xiaomi,"AMOLED. 68 tỷ màu, 120Hz, Dolby Vision, HDR10+","6,28 inch, Full HD+ (1080 x 2400 pixel)",Corning Gorilla Glass Victus,"Android 12, MIUI 13","50 MP, f/1.9 (góc rộng), PDAF, OIS","13 MP, f/2.4 (góc siêu rộng)","5 MP, f/2.4 (telephoto macro), AF","Quay phim 8K@24fps (HDR), 4K@30/60fps (HDR10+), 1080p@30/120/240/960fps, 720p@1920fps, gyro-EIS","32 MP, f/2.5, (góc rộng)","Quay phim 1080p@30/60fps, 720p@120fps, HDR"
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/07/w300/xiaomi-12-pro-dimensity-9000-plus-ava-1-1.jpg,13.950.000 ₫,Xiaomi 12 Pro (Dimensity 9000 Plus),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-12-pro-dimensity-9000-plus.html,1 đánh giá và hỏi đáp,Xiaomi,"LTPO 2.0 AMOLED, 120Hz,  HDR10+","6.73 inches QuadHD+ (1440 x 3200 pixels), tỉ lệ 209","Android 12, MIUI 13","50 MP, f/1.9 (góc rộng), Dual Pixel PDAF, OIS","5 MP, f/2.4 (tele), PDAF, 2x zoom","13 MP, f/2.4, 123˚ (góc siêu rộng)","Quay phim 8K@24fps, 4K@30/60fps, 1080p@30/60/120/240/960fps",32 MP (góc rộng),"Quay phim 1080p@30/60fps, 720p@120fps",MediaTek Dimensity 9000+ (4 nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/xiaomi-black-shark-5-china-aerospace-edition-10.jpg,12.950.000 ₫,Xiaomi Black Shark 5 China Aerospace Edition,0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-black-shark-5-china-aerospace-edition.html,3 đánh giá và hỏi đáp,Xiaomi,"AMOLED,  144Hz","6.67 inches, Full HD+ (1080 x 2400 pixels)","Android 12, Joy UI 13","64 MP, f/1.8, (góc rộng), PDAF","13 MP, f/2.4, 120˚ (góc siêu rộng)","2 MP, f/2.4, (macro)","Quay phim 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps","16 MP, (góc rộng)",Quay phim 1080p@30fps,Qualcomm SM8250-AC Snapdragon 870 5G (7 nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/04/w300/poco-f4-gt-vang.jpg,11.750.000 ₫,Xiaomi POCO F4 GT,0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-poco-f4-gt.html,6 đánh giá và hỏi đáp,Xiaomi,"OLED, 1 tỷ màu, 120Hz, HDR10+","6.67 inches, Full HD+ (1080 x 2400 pixels)",Corning Gorilla Glass Victus,"Android 12, MIUI 13","64 MP, f/1.9, 26mm (góc rộng), PDAF","8 MP,  f/2.2, 120˚ (góc siêu rộng)","2 MP, f/2.4, (macro)","Quay phim 4K@30fps, 1080p@30/60/120fps, 720p@960fps, HDR","20 MP, f/2.4, (góc rộng)","Quay phim 1080p@30fps, 720p@120fps, HDR"
https://cdn.mobilecity.vn/mobilecity-vn/images/2021/12/w300/xiaomi-12-den.jpg,11.550.000 ₫,Xiaomi 12 (Snap 8 Gen 1),0969.120.120,https://mobilecity.vn/xiaomi/xiaomi-12.html,83 đánh giá và hỏi đáp,Xiaomi,"AMOLED, 1 tỷ màu, HDR10+, 120Hz, tỷ lệ 209","6.28 inches, Full HD+ (1080 x 2400 pixels)",Corning Gorilla Glass Victus,Cảm biến vân tay trong màn hình,"Android 12, MIUI 13","50 MP, f/1.9, 26mm (góc rộng), PDAF, OIS","13 MP, f/2.4, 12mm, 123˚ (góc siêu rộng)","5 MP, 50mm (telephoto macro), AF","Quay phim 8K@24fps (HDR10), 4K@30fps (HDR10+), 1080p@30/120/240/960fps, 720p@1920fps, gyro-EIS","32 MP, 26mm (góc rộng)"
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/04/w300/black-shark-5-rs-vang.jpg,10.450.000 ₫,Xiaomi Black Shark 5 RS,0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-black-shark-5-rs.html,21 đánh giá và hỏi đáp,Xiaomi,"AMOLED, 144Hz, 1300 nits, tỷ lệ 209","6.67 inches, Full HD+ (1080 x 2400 pixels)","Android 12, Joy UI 12.8","64 MP, f/1.8, (góc rộng), PDAF","8 MP, f/2.2, 120˚ (góc siêu rộng)","5 MP, f/2.4, (telephoto macro)","Quay phim 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps; HDR10+","20 MP, (góc rộng)",Quay phim 1080p@30fps,Qualcomm SM8350 Snapdragon 888 5G (5 nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/05/w300/xiaomi-black-shark-5-xam.jpg,9.350.000 ₫,Xiaomi Black Shark 5,0969.120.120,https://mobilecity.vn/xiaomi/xiaomi-black-shark-5.html,37 đánh giá và hỏi đáp,Xiaomi,"AMOLED, 144Hz, 1300 nits, tỷ lệ 209","6.67 inches, Full HD+ (1080 x 2400 pixels)",Always-on display,"Android 12, Joy UI 13","64 MP, f/1.8, (góc rộng), PDAF","13 MP, f/2.4, 120˚ (góc siêu rộng)","2 MP, f/2.4, (macro)","Quay phim 4K@30/60fps, 1080p@30/60/240fps, 1080p@960fps","16 MP, f/2.0, (góc rộng)",Quay phim 1080p@30fps
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/redmi-k50-pro-1.jpg,9.350.000 ₫,Xiaomi Redmi K50 Pro,0969.120.120,https://mobilecity.vn/xiaomi/xiaomi-redmi-k50-pro.html,147 đánh giá và hỏi đáp,Xiaomi,"OLED, 120Hz, Dolby Vision, HDR10+, 1200 nits","6.67 inches, 2K (1440 x 3200 pixels)",Corning Gorilla Glass Victus,"Android 12, MIUI 13","108 MP (góc rộng), PDAF, OIS","8 MP, 119˚ (góc siêu rộng)","2 MP, f/2.4 (macro)","Quay phim 4K@30fps, 1080p@30/60/120fps, 720p@960fps; gyro-EIS",20MP (góc rộng),Quay phim 1080p@30/120fps
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/02/w300/redmi-k50-gaming-9.jpg,9.250.000 ₫,Xiaomi Redmi K50 Gaming Edition,0969.120.120,https://mobilecity.vn/xiaomi/xiaomi-redmi-k50-gaming-edition.html,78 đánh giá và hỏi đáp,Xiaomi,"OLED, 1 tỷ màu, 120Hz, HDR10+","6.67 inches, tỷ lệ 209",Full HD+ (1080 x 2400 pixels),Gorilla Glass Victus,"Android 12, MIUI 13","64 MP (góc rộng), PDAF","8 MP, 120˚ (góc siêu rộng)",2 MP (macro),"Quay phim 4K@30fps, 1080p@30/60/120fps, 720p@960fps, HDR",20 MP (góc rộng)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/xiaomi-redmi-note-11-pro-plus-5g-2.jpg,8.450.000 ₫,Xiaomi Redmi Note 11 Pro Plus 5G (Chính hãng DGW),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-11-pro-plus-5g.html,2 đánh giá và hỏi đáp,Xiaomi,"AMOLED, 120Hz, HDR10","6.67 inches, Full HD+ (1080 x 2400 pixels)",Corning Gorilla Glass 5,"Android 11, MIUI 12.5","108 MP, f/1.9 (góc rộng), PDAF","8 MP, f/2.2, 120˚ (góc siêu rộng)","2 MP, f/2.4, (macro)","Quay phim 4K@30fps, 1080p@30/60/120fps, 720p@960fps","16 MP, f/2.5, (góc rộng)",Quay phim 1080p@30/60fps
https://cdn.mobilecity.vn/mobilecity-vn/images/2021/10/w300/mi-11t-den.jpeg,8.150.000 ₫,Xiaomi 11T 5G (Chính hãng DGW),0969.120.120,https://mobilecity.vn/xiaomi/xiaomi-11t.html,245 đánh giá và hỏi đáp,Xiaomi,"AMOLED 1 tỷ màu, 120Hz, HDR10+","6.67 inches, Full HD+ (1080 x 2400 pixels), tỷ lệ 209",Corning Gorilla Glass Victus,"Android 11, MIUI 12.5","108 MP, f/1.8, 26mm (góc rộng), PDAF","8 MP, f/2.2, 120˚ (siêu rộng)","5 MP, f/2.4, 50mm (telephoto macro), AF","Quay phim 4K@30fps, 1080p@30/60/120, gyro-EIS","16 MP, f/2.5, (góc rộng)",Quay phim 1080p@30fps
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/redmi-k50-01.jpg,7.950.000 ₫,Xiaomi Redmi K50,0969.120.120,https://mobilecity.vn/xiaomi/xiaomi-redmi-k50.html,79 đánh giá và hỏi đáp,Xiaomi,"OLED, 120Hz, Dolby Vision, HDR10+, 1200 nits (tối đa)","6.67 inches, QHD+ (1440 x 3200 pixels), tỷ lệ 209",Corning Gorilla Glass Victus,"Android 12, MIUI 13","48 MP, (góc rộng), 1/2, 0.8µm, PDAF, OIS","8 MP, 119˚ (góc siêu rộng)","2 MP, f/2.4, (macro)","Quay phim 4K@30fps, 1080p@30/60/120fps, 720p@960fps; gyro-EIS",20 MP (góc rộng),Quay phim 1080p@30/120fps
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/02/w300/xiaomi-redmi-note-11-pro-5g.jpg,7.450.000 ₫,Xiaomi Redmi Note 11 Pro 5G (Chính hãng DGW),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-11-pro-5g.html,15 đánh giá và hỏi đáp,Xiaomi,"Super AMOLED, 120Hz, HDR10, 1200 nits","6.67 inches, tỷ lệ 209",Full HD+ (1080 x 2400 pixels),Corning Gorilla Glass 5,"Android 11, MIUI 13","108 MP, f/1.9 (góc rộng), dual pixel PDAF","8 MP, f/2.2, 118˚ (góc siêu rộng)","2 MP, f/2.4 (macro)",Quay phim 1080p@30fps,"16 MP, f/2.4 (góc rộng)"
https://cdn.mobilecity.vn/mobilecity-vn/images/2021/07/w300/redmi-k40-gaming-trang-1.png,7.250.000 ₫,Xiaomi Redmi K40 Gaming Edition (Sẵn tiếng Việt),0969.120.120,https://mobilecity.vn/xiaomi/xiaomi-redmi-k40-gaming-edition.html,3421 đánh giá và hỏi đáp,Xiaomi,"OLED, 6.67 inches, 120Hz, HDR10+","6.67 inches, Full HD+ (1080 x 2400 pixels), tỷ lệ 209",Corning Gorilla Glass 5,"Android 11, MIUI 12.5",64 MP f/1.7 (góc rộng),"8 MP f/2.2 (góc siêu rộng),",2 MP f/2.4 (macro),"Quay phim 4K@30fps, 1080p@30/60/120fps, 720p@960fps, HDR","16 MP Quay phim 1080p@30fps, 720p@120fps, HDR",MediaTek Dimensity 1200 5G (6 nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/04/w300/poco-f3-den.png,7.150.000 ₫,Xiaomi Poco F3 (Snap870),0969.120.120,https://mobilecity.vn/xiaomi/xiaomi-poco-f3.html,248 đánh giá và hỏi đáp,Xiaomi,"AMOLED, 6.67 inches, Full HD+ (1080 x 2400 pixels, 209 ratio), 120Hz","Android 11, MIUI 12 for POCO","48 MP, f/1.8 (wide), 8 MP, f/2.2 (ultrawide), 5 MP, f/2.4 (macro)","20 MP, f/2.5 (wide)",Qualcomm Snapdragon 870 5G (7 nm),6-8GB,128-256GB,2 SIM,4520 mAh - sạc nhanh 33W,Thanh + Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/redmi-k40-s-2.jpg,6.750.000 ₫,Xiaomi Redmi K40S,0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-redmi-k40s.html,123 đánh giá và hỏi đáp,Xiaomi,"E4 AMOLED, 120Hz, HDR10+, 1300 nits","6.67 inches, Full HD+ (1080 x 2400 pixels)",Corning Gorilla Glass 5,"Android 12, MIUI 13","48 MP, f/1.8 (góc rộng), PDAF","8 MP, f/2.2, 119˚ (góc siêu rộng)","5 MP, f/2.4 (macro)","Quay phim 4K@30fps, 1080p@30/60fps, 720p@30fps, gyro-EIS","20 MP, f/2.5, (góc rộng)","Quay phim 1080p@30fps, 720p@120fps"
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/05/w300/xiaomi-redmi-note-11t-pro-9.jpg,6.450.000 ₫,Xiaomi Redmi Note 11T Pro (Dimensity 8100),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-11t-pro.html,24 đánh giá và hỏi đáp,Xiaomi,"IPS LCD, 144Hz, Dolby Vision","6.6 inches, Full HD+ (1080 x 2460 pixels)","Android 12, MIUI 13","64 MP, f/1.72, (góc rộng), PDAF","8 MP, 120˚, (góc siêu rộng)",2MP (macro),"Quay phim 4K@30fps, 1080p@30/60/120fps, 720p@960fps",16 MP (góc rộng),Quay phim 1080p@30/60fps,MediaTek Dimensity 8100 (5 nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/02/w300/xiaomi-redmi-note-11-pro-4g-xanh.jpg,6.250.000 ₫,Xiaomi Redmi Note 11 Pro (Chính hãng DGW),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-11-pro-chinh-hang.html,22 đánh giá và hỏi đáp,Xiaomi,"Super AMOLED, 120Hz, HDR10, 700 nits, 1200 nits (tối đa)","6.67 inches, Full HD+ (1080 x 2400 pixels), tỷ lệ 209",Corning Gorilla Glass 5,"Android 11, MIUI 13","108 MP, f/1.9, 26mm (góc rộng)","8 MP, f/2.2, 118˚ (góc siêu rộng)","2 MP, f/2.4, (macro)","2 MP, f/2.4, (độ sâu)",Quay phim 1080p@30fps,"6 MP, f/2.4, (góc rộng)"
https://cdn.mobilecity.vn/mobilecity-vn/images/2021/11/w300/redmi-note-11-pro-tim.jpg,5.950.000 ₫,Xiaomi Redmi Note 11 Pro (Bản China),0969.120.120,https://mobilecity.vn/xiaomi/xiaomi-redmi-note-11-pro.html,605 đánh giá và hỏi đáp,Xiaomi,"Super AMOLED, 120Hz, HDR10, 700 nits.","6.67 inches, Full HD+ (1080 x 2400 pixels), tỷ lệ 209",Corning Gorilla Glass 5,"Android 11, MIUI 12.5","108 MP, f/1.9, 26mm (góc rộng), dual pixel PDAF","8 MP, f/2.2, 118˚ (góc siêu rộng)","5 MP, f/2.4, (macro), AF","2 MP, f/2.4, (đo chiều sâu)","Quay phim 4K@30fps, 1080p@30/60fps","16 MP, f/2.5, (góc rộng)"
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/02/w300/xiaomi-poco-x4-pro-5g-vang.jpg,5.850.000 ₫,Xiaomi  POCO X4 Pro 5G (Chính hãng DGW),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-poco-x4-pro-5g.html,9 đánh giá và hỏi đáp,Xiaomi,"AMOLED, 120Hz, HDR10, 700 nits, 1200 nits (tối đa)","6.67 inches, Full HD+ (1080 x 2400 pixels), tỷ lệ 209",Corning Gorilla Glass 5,"Android 11, MIUI 13 cho POCO","108 MP, f/1.9, 26mm (góc rộng)","8 MP, f/2.2, 118˚ (góc siêu rộng)","2 MP, f/2.4, (macro)",Quay phim 1080p@30/60fps,16MP (góc rộng),Quay phim 1080p@30fps
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/02/w300/xiaomi-redmi-note-11s-den.jpg,5.050.000 ₫,Xiaomi Redmi Note 11S (Camera 108Mp) - Chính hãng DGW,0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-11s.html,12 đánh giá và hỏi đáp,Xiaomi,"AMOLED, 90Hz, 1000 nits, tỷ lệ 209","6.43 inches, Full HD+ (1080 x 2400 pixels)",Corning Gorilla Glass 3,"Android 11, MIUI 13","108 MP, f/1.9, 26mm (góc rộng), PDAF","8 MP, f/2.2, 118˚ (góc siêu rộng)","2 MP, f/2.4, (macro)","2 MP, f/2.4, (depth)",Quay phim 1080p@30fps,"16 MP, f/2.4, (góc rộng)"
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/xiaomi-redmi-note-11e-pro-xanh1.jpg,4.950.000 ₫,Xiaomi Redmi Note 11E Pro (Camera 108Mp),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-redmi-note-11e-pro.html,18 đánh giá và hỏi đáp,Xiaomi,"Super AMOLED, 120Hz, HDR10, 1200 nits","6.67 inches, Full HD+ (1080 x 2400 pixels)","Android 11, MIUI 13","108 MP, f/1.9, 26mm (góc rộng), PDAF","8 MP, f/2.2, 118˚ (góc siêu rộng)","2 MP, f/2.4, (macro)",Quay phim 1080p@30fps,"16 MP, f/2.4, (góc rộng)",Quay phim 1080p@30fps,Qualcomm SM6375 Snapdragon 695 5G (6 nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/poco-m4-pro-chinh-hang-vang.png,4.150.000 ₫,Xiaomi POCO M4 Pro (Chính hãng DGW),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-poco-m4-pro.html,3 đánh giá và hỏi đáp,Xiaomi,"AMOLED, 90Hz, 700 nits, 1000 nits (tối đa)","6.43 inches, Full HD+ (1080 x 2400 pixels), tỷ lệ 209",Corning Gorilla Glass 3,"Android 11, MIUI 13 cho POCO","64 MP, f/1.8, 26mm (góc rộng)","8 MP, f/2.2, 118˚ (góc siêu rộng)","2 MP, f/2.4, (macro)",Quay phim 1080p@30fps,"16 MP, f/2.5, (góc rộng)",Quay phim 1080p@30fps
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/01/w300/xiaomi-redmi-note-11-xanh-chang-vang.jpg,3.650.000 ₫,Xiaomi Redmi Note 11 (Chính hãng DGW),0969.120.120,https://mobilecity.vn/xiaomi/xiaomi-redmi-note-11.html,164 đánh giá và hỏi đáp,Xiaomi,"AMOLED, 90Hz, tỷ lệ 209","6.43 inches, Full HD+ (1080 x 2400 pixels)",Corning Gorilla Glass 3,"Android 11, MIUI 13","50 MP, 26mm (góc rộng), PDAF","8 MP, (góc siêu rộng)","2 MP, (macro)","2 MP, f/2.4, (độ sâu)",Quay phim 1080p@30/60fps,16 MP (góc rộng)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/06/w300/xiaomi-poco-c40-yellow.jpg,3.150.000 ₫,Xiaomi POCO C40 (Chính hãng DGW),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-poco-c40.html,0 đánh giá và hỏi đáp,Xiaomi,IPS LCD,"6.7 inches, HD+ (720 x 1650 pixels)",Corning Gorilla Glass,"Android 11, MIUI 13","13 MP, f/1.8, 26mm (góc rộng), PDAF","2 MP, f/2.4, (đo chiều sâu)",Quay phim 1080p@30fps,"5 MP, f/2.0",Quay phim 1080p@30fps,JR510 (11nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/xiaomi-redmi-10c-xanh-lam.png,2.950.000 ₫,Xiaomi Redmi 10C (Chính hãng DGW),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-redmi-10c-chinh-hang.html,6 đánh giá và hỏi đáp,Xiaomi,IPS LCD,"6.71 inches, HD+ (720 x 1650 pixels)",Corning Gorilla Glass,"Android 11, MIUI 13","50 MP, f/1.8, 26mm (góc rộng)","2 MP, f/2.4 (độ sâu)",Quay phim 1080p@30fps,"5 MP, f/2.2",Quay phim 1080p@30fps,Qualcomm SM6225 Snapdragon 680 4G (6 nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/03/w300/redmi-10a-xanh.png,2.450.000 ₫,Xiaomi Redmi 10A (Chính hãng DGW),0969.120.120,https://mobilecity.vn/dien-thoai/xiaomi-redmi-10a.html,0 đánh giá và hỏi đáp,Xiaomi,"IPS LCD, 400 nit (typ), tỷ lệ 209","6.53 inches, HD+ (720 x 1600 pixels)",Hỗ trợ chế độ hiển thị ngoài trời,"Android 11, MIUI 12.5","13 MP, f/2.2, 28mm 1.0µm, (góc rộng), AI 5.0, PDAF",Quay phim 1080p@30fps,"5MP, f/2.2, 1.12µm (góc rộng)",Quay phim 1080p@30fps,MediaTek MT6762G Helio G25 (12 nm),8 nhân (4x2.0 GHz & 4x1.5 GHz)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/04/w300/oppo-reno-8-5g.jpg,Liên hệ,OPPO Reno 8 5G (China),0969.120.120,https://mobilecity.vn/dien-thoai/oppo-reno-8-5g.html,0 đánh giá và hỏi đáp,OPPO,"AMOLED, 1B colors, 120Hz, HDR10+","6.7 inches, Full HD+ (1080 x 2412 pixels)","Android 12, Realme UI 3.0","50 MP, (góc rộng), PDAF, OIS","8 MP, (góc siêu rộng)","2 MP, (macro)","Quay phim 4K@30/60fps, 1080p@30/60fps, gyro-EIS","32 MP, (góc rộng)","Quay phim 1080p@30fps, gyro-EIS",Snapdragon 7 Gen 1 (4nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/04/w300/oppo-a95-bac-2.jpg,Liên hệ,OPPO A95 (Chính hãng),0969.120.120,https://mobilecity.vn/dien-thoai/oppo-a95.html,0 đánh giá và hỏi đáp,OPPO,"AMOLED, 90Hz, tỷ lệ 20 9","6,43 inches, Full HD+ (1080 x 2400 pixel)","Android 11, ColorOS 11.1","48 MP, f / 1.7, 26 mm (góc rộng) PDAF","2 MP, f / 2.4, (macro)","2 MP, f / 2.4, (sâu)",Quay phim 1080p@30fps,"16 MP, f/2.4, 27mm (góc rộng)",Quay phim 1080p@30fps,Qualcomm SM6115 Snapdragon 662 (11 nm)
https://cdn.mobilecity.vn/mobilecity-vn/images/2021/04/w300/oppo-reno-5-4.png,Liên hệ,OPPO Reno5 Chính Hãng (8-128GB),0969.120.120,https://mobilecity.vn/oppo/oppo-reno-5-chinh-hang.html,140 đánh giá và hỏi đáp,OPPO,"AMOLED, 90Hz, 6.4 inches, Full HD+ (1080 x 2400 pixels), tỷ lệ 209, Corning Gorilla Glass 3","Android 11, ColorOS 11.1","64 MP f/1.7 (wide), 8 MP f/2.2 (ultrawide), 2 MP f/2.4 (macro), 2 MP f/2.4 (depth)",44 MP f/2.4 (wide),Qualcomm Snapdragon 720G (8 nm),8GB,128GB,2 SIM,4310 mAh - Sạc nhanh 50W,Thiết kế 2 mặt kính
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/01/w300/oppo-reno7-2.jpg,Liên hệ,OPPO Reno8,0969.120.120,https://mobilecity.vn/dien-thoai/oppo-reno8.html,0 đánh giá và hỏi đáp,OPPO,"AMOLED, 90Hz","6.5 inches, Full HD+ (1080 x 2400 pixels)",Android 12,64MP (góc rộng),13MP (góc siêu rộng),8MP (tele),2MP (macro),16MP (góc rộng),Qualcomm SM7350-AB Snapdragon 780G (5 nm),8 nhân (1x2.4 GHz & 3x2.2 GHz & 4x1.90 GHz)
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/01/w300/oppo-find-n-trang.jpg,Liên hệ,OPPO Find N,0969.120.120,https://mobilecity.vn/oppo/oppo-find-n.html,2 đánh giá và hỏi đáp,OPPO,"Màn hình gập LTPO AMOLED, 120Hz, HDR10+",7.1 inches Full HD+ (1792 x 1920 pixels),"Màn hình ngoài AMOLED, tỷ lệ 189",5.49 inches Full HD+ (988 x 1972 pixels),Corning Gorilla Glass Victus,"Android 11, ColorOS 12","50 MP, f/1.8, 24mm (góc rộng), omnidirectional PDAF, OIS","13 MP, f/2.4, 52mm (telephoto), 2x optical zoom, PDAF","16 MP, f/2.2, 14mm, 123˚ (góc siêu rộng)","Quay phim 4K@30/60fps, 1080p@30/60/240fps, gyro-EIS, HDR"
https://cdn.mobilecity.vn/mobilecity-vn/images/2020/01/w300/oppo-reno-3-pro-5g-den.jpg,Liên hệ,OPPO Reno 3 Pro 5G,0969.120.120,https://mobilecity.vn/oppo/oppo-reno-3-pro.html,158 đánh giá và hỏi đáp,OPPO,"Amoled, Full HD+ (1080 x 2400), 6.5 inches, 90Hz, Corning Gorilla Glass 5",Android 10,4 Camera 48 MP + 13 MP + 8 MP + 2 MP,32 MP,Qualcomm Snapdragon 765G (7nm),8GB - 12GB,128GB - 256GB,2 sim (sim 2 chung thẻ nhớ),4025 mAh - sạc nhanh VOOC 30W,Thanh + Cảm ứng
https://cdn.mobilecity.vn/mobilecity-vn/images/2021/12/w300/oppo-find-x4-pro-trang.jpg,Liên hệ,Oppo Find X4 Pro,0969.120.120,https://mobilecity.vn/oppo/oppo-find-x4-pro.html,0 đánh giá và hỏi đáp,OPPO,"LTPO AMOLED, 1 tỷ màu, 120Hz, HDR10+","6.7 inches 2K+ (1440 x 3216 pixels), tỷ lệ 209",Corning Gorilla Glass,Cảm biến vân tay trong màn hình,"Android 12, ColorOS 12","50 MP, f/1.8, 26mm (góc rộng), omnidirectional PDAF, OIS","13 MP, f/2.4, 52mm (chân dung), 2x optical zoom, PDAF","50 MP, f/2.2, 16mm, 110˚ (góc siêu rộng), omnidirectional PDAF","3 MP, f/3.0, (microscope), AF, ring flash, 60x magnification","Quay phim 4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video"
https://cdn.mobilecity.vn/mobilecity-vn/images/2021/12/w300/oppo-a1512-1.jpg,Liên hệ,Oppo A15 Chính hãng,0969.120.120,https://mobilecity.vn/oppo/oppo-a15.html,0 đánh giá và hỏi đáp,OPPO,IPS LCD,"6.52 inchs, HD+ (720 x 1600 pixels)",tỷ lệ 209,"Android 10, ColorOS 7.2","13 MP, f/2.2, (góc rộng), PDAF","2 MP, f/2.4, (góc siêu gần)","2 MP, f/2.4, (xoá phông)",Quay video 1080p@30fps,"5 MP, f/2.4, (góc  rộng)",Quay video720p@30fps
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/06/w300/oppo-a16k-avatar2.jpg,Liên hệ,OPPO A16K (Chính hãng),0969.120.120,https://mobilecity.vn/dien-thoai/oppo-a16k.html,0 đánh giá và hỏi đáp,OPPO,"IPS LCD, tỷ lệ 209","6.52 Inches, HD+ (720 x 1600 pixels)","Android 11, ColorOS 11.1","13 MP, f/2.2, 26mm (góc rộng)",Quay phim 1080p@30fps,"5 MP, f/2.4, 27mm, (góc rộng)",Quay phim 1080p@30fps,MediaTek MT6765G Helio G35 (12 nm),8 nhân (4x2.3 GHz & 4x1.8 GHz),GPU PowerVR GE8320
https://cdn.mobilecity.vn/mobilecity-vn/images/2022/06/w300/oppo-reno8-lite.jpg,Liên hệ,OPPO Reno8 Lite 5G,0969.120.120,https://mobilecity.vn/dien-thoai/oppo-reno8-lite-5g.html,0 đánh giá và hỏi đáp,OPPO,"AMOLED, 60Hz, tỷ lệ 209","6.43 inches, Full HD+ (1080 x 2400 pixels)","Android 12, ColorOS 12","64 MP, f/1.7, 26mm (góc rộng), PDAF","2 MP, f/2.4, (macro)","2 MP, f/2.4, (độ sâu)",Quay phim 1080p@30fps,"16 MP, f/2.4, 27mm (góc rộng)",Quay phim 1080p@30fps,Qualcomm SM6375 Snapdragon 695 5G (6 nm)
