pathImg,price,title,hot_line,url,point,rating_total,star_percent_list,producer,memory,Camera chính,Camera phụ,chip,Độ phân giải màn hình,Dung lượng pin,Hệ điều hành,Kích thước màn hình,ram
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-black.png,11.790.000,Apple iPhone 11 Lock 64GB,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-lock-64gb/,4.74,(245 đánh giá),"0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,64 GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-blue.png,14.590.000,Apple iPhone 11 256GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-256gb-quoc-te-cu/,4.48,(25 đánh giá),"15 đánh giá,8 đánh giá,1 đánh giá,1 đánh giá,0 đánh giá",iPhone,128 GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-blue.png,13.490.000,Apple iPhone 11 128GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-128gb-quoc-te-cu/,4.72,(75 đánh giá),"55 đánh giá,19 đánh giá,1 đánh giá,0 đánh giá,0 đánh giá",iPhone,128 GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2019/09/avt-ip-11-blue.png,11.990.000,Apple iPhone 11 64GB Quốc tế Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-11-64gb-quoc-te-cu/,4.67,(168 đánh giá),"125 đánh giá,33 đánh giá,8 đánh giá,1 đánh giá,1 đánh giá",iPhone,64 GB,Dual 12MP + 12MP,12 MP,Apple A13 Bionic (7 nm+),828 x 1792 pixels,3110 mAh,iOS 13,6.1 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-pro-max-gold.png,24.990.000,Apple iPhone 12 Pro Max 128GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-pro-max-128gb-cu/,4.63,(27 đánh giá),"19 đánh giá,6 đánh giá,2 đánh giá,0 đánh giá,0 đánh giá",iPhone,128 GB,Triple 12MP + 12MP + 12MP,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1284 x 2778,,ios 14,6.7 inch,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-pro-max-gold.png,25.990.000,Apple iPhone 12 Pro Max 256GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-pro-max-256gb-cu/,4.83,(12 đánh giá),"10 đánh giá,2 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,256 GB,Triple 12MP + 12MP + 12MP,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1284 x 2778,,ios 14,6.7 inch,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2022/05/iphone_se_2022.jpg,11.990.000,Apple iPhone SE 2022 64GB Chính Hãng VN/A,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-se-2022-64gb-chinh-hang-vn-a/,4.52,(0 đánh giá),"0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone Chính Hãng,64 GB,12 MP,7 MP,Apple A15 Bionic Chip,1334 x 750 pixels (HD+),1820 mAh,IOS 15,4.7 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2022/05/iphone_se_2022.jpg,13.290.000,Apple iPhone SE 2022 128GB Chính Hãng VN/A,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-se-2022-128gb-chinh-hang-vn-a/,4.40,(0 đánh giá),"0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone Chính Hãng,128GB,12 MP,7 MP,Apple A15 Bionic Chip,1334 x 750 pixels (HD+),1820 mAh,IOS 15,4.7 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2022/05/iphone_se_2022.jpg,16.490.000,Apple iPhone SE 2022 256GB Chính Hãng VN/A,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-se-2022-256gb-chinh-hang-vn-a/,4.60,(0 đánh giá),"0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone Chính Hãng,256 GB,12 MP,7 MP,Apple A15 Bionic Chip,1334 x 750 pixels (HD+),1820 mAh,IOS 15,4.7 inches,4 GB
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-mini-green.png,13.590.000,Apple iPhone 12 Mini 128GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-mini-128gb-cu/,4.50,(10 đánh giá),"5 đánh giá,5 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,128GB,"12 MP, f/1.6, 26mm (wide), 1.4µm, dual pixel PDAF, OIS 12 MP, f/2.4, 120˚, 13mm (ultrawide), 1/3.6""","12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1080 x 2340 pixels,,ios 14,5.4inch,
https://hcm-clickbuy.cdn.vccloud.vn/uploads/2020/10/avt-iphone-12-pro-max-gold.png,26.990.000,Apple iPhone 12 Pro Max 512GB Cũ,1900.63.39.09,https://hcm.clickbuy.com.vn/apple-iphone-12-pro-max-512gb-cu-2/,4.67,(3 đánh giá),"2 đánh giá,1 đánh giá,0 đánh giá,0 đánh giá,0 đánh giá",iPhone,256 GB,Triple 12MP + 12MP + 12MP,"12 MP, f/2.2, 23mm (wide), 1/3.6"" SL 3D",A14 Bionic chip,1284 x 2778,,ios 14,6.7 inch,
