pathImg,option,price,title,hot_line,url,point,rating_total,producer,Hệ điều hành,Màn hình,Mặt kính cảm ứng,Màn hình rộng,Độ phân giải,ram,memory,CPU,chip,Camera Sau,Camera trước,Thẻ sim,Thẻ nhớ ngoài,Dung lượng pin,Màu sắc,Bluetooth,color
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-den-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-xanh-la-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-xanh-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-256gb-hong.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-trang-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-do-256gb.jpg'}",256 GB,21.390.000đ,iPhone 13 256GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13/iphone-13-256gb-p5907,5,2 đánh giá,iPhone (Apple),iOS 15,2021,146.7 x 71.5 x 7.7 mm 5.78 x 2.81 x 0.30 in,"Trắng, Đen, Xanh, Hồng, Đỏ","Super Retina XDR OLED, HDR10, Dolby Vision, 800 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.1 inch chiếm khoảng 87.1% thân máy,"1170 x 2532 pixels, 19.59",457 ppi,4GB,256GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.6, wide, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.4, 120˚, 13mm ultrawide","Xanh,Đen,Hồng,Đỏ,Trắng,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-la-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-vang-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-than-chi-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-bac-512gb.jpg'}",512GB,34.390.000đ,iPhone 13 Pro Max 512GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-512gb-p5915,5,1 đánh giá,iPhone (Apple),iOS 15,2021,160.8 x 78.1 x 7.7 mm 6.33 x 3.07 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.7 inch chiếm khoảng 87.4% thân máy,"1284 x 2778 pixels, 19.59",458 ppi,6GB,512GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 13mm, 120˚ ultrawide, PDAF","Bạc,Xanh,Than Chì,Vàng Đồng,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-max-gold_1648803201_1.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-max-silver_1648803201_1.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-max-blue_1648803201_1.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-max-graphite_1648803201_1.jpg'}",128 GB,23.990.000đ,iPhone 13 Pro Max 128GB Cũ chính hãng,1900.0351,https://24hstore.vn/apple-iphone-13-pro-max-cu/iphone-13-pro-max-128gb-cu-p6118,4.7,7 đánh giá,iPhone (Apple),iOS 15,2021,160.8 x 78.1 x 7.7 mm 6.33 x 3.07 x 0.30 in,"Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.7 inch chiếm khoảng 87.4% thân máy,"1284 x 2778 pixels, 19.59",458 ppi,6GB,128GB,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,,Stereo,,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 13mm, 120˚ ultrawide, PDAF","Than Chì,Vàng Đồng,Xanh,Bạc"
"{'https://24hstore.vn/images/products/2022/04/23/original/iPhone-12-pro-128gb.jpg', 'https://24hstore.vn/images/products/2022/03/26/original/iphone-12-pro-den-1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-silver.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-gold.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-blue.jpg'}",128 GB,16.790.000đ,iPhone 12 Pro 128GB Cũ chính hãng,1900.0351,https://24hstore.vn/iphone-12-pro-cu/iphone-12-pro-cu-p5675,5,6 đánh giá,iPhone (Apple),iOS 14,2020,146.7 x 71.5 x 7.4 mm 5.78 x 2.81 x 0.29 in,"Bạc, Than Chì, Vàng, Xanh Thái Bình Dương","Super Retina XDR OLED, HDR10, 800 nits đến 1200 nits",Gorilla Glass,"6.1 inches, 90.2 cm2","1170 x 2532 pixels, 19.59",460 ppi,6GB,128GB,Không,Apple A14 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4, telephoto 12 MP ƒ/2.0","Bạc,Vàng Đồng,Xanh"
"{'https://24hstore.vn/images/products/2022/06/16/original/iphone-13-pro-max-den_1655373477_1.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-bac-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-than-chi-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-la-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-vang-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-256gb.jpg'}",256 GB,27.990.000đ,iPhone 13 Pro Max 256GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-256gb-p5914,5,6 đánh giá,iPhone (Apple),iOS 15,2021,160.8 x 78.1 x 7.7 mm 6.33 x 3.07 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.7 inch chiếm khoảng 87.4% thân máy,"1284 x 2778 pixels, 19.59",458 ppi,6GB,256GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 13mm, 120˚ ultrawide, PDAF",Xanh
"{'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-max-gold_1648803201_1.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-max-silver_1648803201_1.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-max-blue_1648803201_1.jpg', 'https://24hstore.vn/images/products/2022/04/01/original/iphone-13-pro-max-graphite_1648803201_1.jpg'}",128 GB,23.990.000đ,iPhone 13 Pro Max 128GB Cũ chính hãng,1900.0351,https://24hstore.vn/apple-iphone-13-pro-max-cu/iphone-13-pro-max-128gb-cu-p6118,4.7,7 đánh giá,iPhone (Apple),iOS 15,2021,160.8 x 78.1 x 7.7 mm 6.33 x 3.07 x 0.30 in,"Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.7 inch chiếm khoảng 87.4% thân máy,"1284 x 2778 pixels, 19.59",458 ppi,6GB,128GB,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,,Stereo,,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 13mm, 120˚ ultrawide, PDAF","Than Chì,Vàng Đồng,Xanh,Bạc"
"{'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-blue_1611902895_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-silver_1611902895_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-graphite_1611902895_1.jpg', 'https://24hstore.vn/images/products/2021/01/29/original/iphone-12-pro-gold_1611902895_1.jpg'}",256 GB,18.690.000đ,iPhone 12 Pro 256GB Cũ chính hãng,1900.0351,https://24hstore.vn/iphone-12-pro-cu/iphone-12-pro-256gb-cu-p5674,4.5,2 đánh giá,iPhone (Apple),iOS 14,2020,146.7 x 71.5 x 7.4 mm 5.78 x 2.81 x 0.29 in,"Bạc, Than Chì, Vàng, Xanh Thái Bình Dương","Super Retina XDR OLED, HDR10, 800 nits đến 1200 nits",Gorilla Glass,"6.1 inches, 90.2 cm2","1170 x 2532 pixels, 19.59",460 ppi,6GB,256GB,Không,Apple A14 Bionic 5 nm 6 nhân,Apple GPU 4 nhân,Stereo,"camera góc rộng 12 MP ƒ/1.6, camera góc siêu rộng 12 MP ƒ/2.4, telephoto 12 MP ƒ/2.0","Vàng Đồng,Than Chì,Xanh,Bạc"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-vang-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-bac-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-xanh-la-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-max-than-chi-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/24/original/iphone-13-pro-max-vna.jpg'}",128 GB,26.590.000đ,iPhone 13 Pro Max 128GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro-max-moi/iphone-13-pro-max-p5858,4.7,30 đánh giá,iPhone (Apple),iOS 15,2021,160.8 x 78.1 x 7.7 mm 6.33 x 3.07 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits thấp nhất, 1200 nits cao nhất",Gorilla Glass,6.7 inch chiếm khoảng 87.4% thân máy,"1284 x 2778 pixels, 19.59",458 ppi,6GB,128GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 13mm, 120˚ ultrawide, PDAF","Bạc,Xanh,Than Chì,Vàng Đồng,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-1tb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-trang-1tb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-la-1tb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-den-1tb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-vang-dong-1tb.jpg'}",1TB,37.490.000đ,iPhone 13 Pro 1TB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro/iphone-13-pro-1tb-p5913,5,1 đánh giá,iPhone (Apple),iOS 15,2021,146.7 x 71.5 x 7.7 mm 5.78 x 2.81 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits typ, 1200 nits peak",Gorilla Glass,6.1 inch chiếm khoảng 86.0% thân máy,"1170 x 2532 pixels, 19.59",460 ppi,6GB,1TB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 120˚, 13mm ultrawide, PDAF","Vàng Đồng,Than Chì,Xanh,Bạc,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-la-128gb.jpg', 'https://24hstore.vn/images/products/2022/03/26/original/iphone-13-pro-1.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-trang-128gb.jpg', 'https://24hstore.vn/images/products/2022/01/25/original/iP-12-Pro-128GB.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-vang-dong-128gb.jpg', 'https://24hstore.vn/images/products/2022/06/24/original/iphone-13-pro.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-den-128gb.jpg'}",128 GB,23.990.000đ,iPhone 13 Pro 128GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro/iphone-13-pro-p5857,4.8,6 đánh giá,iPhone (Apple),iOS 15,2021,146.7 x 71.5 x 7.7 mm 5.78 x 2.81 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits typ, 1200 nits peak",Gorilla Glass,6.1 inch chiếm khoảng 86.0% thân máy,"1170 x 2532 pixels, 19.59",460 ppi,6GB,128GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 120˚, 13mm ultrawide, PDAF","Vàng Đồng,Than Chì,Xanh,Bạc,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-vang-dong-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-den-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-la-512gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-trang-512gb.jpg'}",512 GB,31.990.000đ,iPhone 13 Pro 512GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro/iphone-13-pro-512gb-p5912,5,1 đánh giá,iPhone (Apple),iOS 15,2021,146.7 x 71.5 x 7.7 mm 5.78 x 2.81 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits typ, 1200 nits peak",Gorilla Glass,6.1 inch chiếm khoảng 86.0% thân máy,"1170 x 2532 pixels, 19.59",460 ppi,6GB,512GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 120˚, 13mm ultrawide, PDAF","Vàng Đồng,Than Chì,Xanh,Bạc,Xanh Lá"
"{'https://24hstore.vn/images/products/2021/12/31/original/samsung-s20-fe-5g.jpg', 'https://24hstore.vn/images/products/2021/12/02/original/samsung-galaxy-s20-fe-green.jpg', 'https://24hstore.vn/images/products/2021/12/02/original/samsung-galaxy-s20-fe-blue.jpg'}",,10.390.000đ,Samsung Galaxy S20 FE,1900.0351,https://24hstore.vn/samsung-galaxy-s20-s20-plus/samsung-galaxy-s20-fe-hang-cong-ty-p6127,5,1 đánh giá,Samsung,Android 11,05/2021,Dài 159.8 mm - Ngang 74.5 mm - Dày 8.4 mm,Super AMOLED,Mặt kính cong 2.5D,6.5 inch - Tần số quét 120 Hz,Full HD+ 1080 x 2400 Pixels,8GB,256GB,"MicroSD, hỗ trợ tối đa 1 TB",Snapdragon 865 8 nhân,"1 nhân 2.84 GHz, 3 nhân 2.42 GHz & 4 nhân 1.8 GHz",Adreno 650,"Chính 12 MP & Phụ 12 MP, 8 MP",,32 MP,"Xanh Navy,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/05/07/original/samsung-galaxy-s20-plus-gray.jpg', 'https://24hstore.vn/images/products/2022/06/09/original/s20-plus-cu.jpg', 'https://24hstore.vn/images/products/2022/05/07/original/samsung-galaxy-s20-plus-white.jpg', 'https://24hstore.vn/images/products/2022/05/07/original/samsung-galaxy-s20-plus-pink.jpg', 'https://24hstore.vn/images/products/2022/05/07/original/samsung-galaxy-s20-plus.jpg', 'https://24hstore.vn/images/products/2022/05/07/original/samsung-galaxy-s20-plus-red.jpg'}",,9.590.000đ,Samsung Galaxy S20 Plus Cũ,1900.0351,https://24hstore.vn/samsung-galaxy-s20-s20-plus/samsung-galaxy-s20-plus-cu-p6383,5,2 đánh giá,Samsung,,2020,,73.7 mm x 161.9 mm x 7.8 mm,"Xanh, Xám, Đen, Đỏ, Trắng",Dynamic AMOLED 2X,6.7 inch,"1440 x 3200 px , WQHD+","524 ppi , Very high density",12 GB,256 GB,Có thể gắn thẻ SD hoặc SIM thứ hai,Samsung Exynos 990,ARM Mali-G77 MP11,"2x2.7GHz Custom CPU +2x2.5GHz Cortex, A76 +4x2GHz Cortex, A55",Stereo speakers and Earphones sound by AKG Surround sound with Dolby Atmos technology,"Trắng,Đỏ,Hồng,Xám,Xanh Nhạt"
"{'https://24hstore.vn/images/products/2022/04/15/original/samsung-galaxy-a73-5g-white.jpg', 'https://24hstore.vn/images/products/2022/04/15/original/samsung-galaxy-a73-5g-gray.jpg', 'https://24hstore.vn/images/products/2022/04/15/original/samsung-galaxy-a73-5g-green.jpg', 'https://24hstore.vn/images/products/2022/06/06/original/galaxy-a73-5g.jpg'}",,9.290.000đ,Samsung Galaxy A73 5G,1900.0351,https://24hstore.vn/samsung-galaxy-a/samsung-galaxy-a73-5g-p6360,5,1 đánh giá,Samsung,Android 12,2022,,"Độ dày 8,1 mm","Vân tay dưới màn hình, quang học, gia tốc kế, con quay hồi chuyển, la bàn, cảm biến tiệm cận ảo",Chống bụi / nước IP67 lên đến 1m trong 30 phút,"Super AMOLED, 120Hz, HDR10 +, 800 nits HBM",6.7 inch,1080 x 2400 pixel,,"6GB, 8GB","128GB, 256GB",microSDXC sử dụng khe cắm SIM chia sẻ,Octa-core 2x2.4 GHz & 6x2.0 GHz,,Mali-G68,"Trắng,Xám,Xanh Lá"
"{'https://24hstore.vn/images/products/2022/05/06/original/samsung-galaxy-s21-black.jpg', 'https://24hstore.vn/images/products/2022/05/06/original/samsung-galaxy-s21-purple.jpg', 'https://24hstore.vn/images/products/2022/05/06/original/samsung-galaxy-s21-silver.jpg', 'https://24hstore.vn/images/products/2022/05/06/original/samsung-galaxy-s21-pink.jpg', 'https://24hstore.vn/images/products/2022/06/06/original/Galaxy-S21-5g-cu.jpg'}",,9.490.000đ,Samsung Galaxy S21 5G Cũ,1900.0351,https://24hstore.vn/samsung-galaxy-s21-s30/samsung-galaxy-s21-5g-cu-p6382,5,2 đánh giá,Samsung,"Android 11, One UI 3.0.",2021,151.7 x 71.2 x 7.9mm,"xám đêm, Bạc bóng đêm, Tím bóng đêm, Hồng bóng đêm, Trắng bóng đêm","Dynamic AMOLED 2X, 120Hz, HDR10+, 1300 nits",Corning Gorilla Glass Victus; Always-on display,6.2 inches,1080 x 2400 pixels,,8GB,256GB,có,Exynos 2100,Loa kép,"12 MP, f/1.8, 26mm wide, 1/1.76, 1.8µm, Dual Pixel PDAF, OIS 64 MP, f/2.0, 29mm telephoto, 1/1.72, 0.8µm, PDAF, OIS, 1.1x optical zoom, 3x hybrid zoom 12 MP, f/2.2, 13mm, 120˚ ultrawide, 1/2.55 1.4µm, Super Steady video","10 MP, f/2.2, 26mm wide, 1/3.24, 1.22µm, Dual Pixel PDAF","Bạc,Tím,Đen,Hồng"
"{'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-den-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-vang-dong-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-trang-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-256gb.jpg', 'https://24hstore.vn/images/products/2022/06/22/original/iphone-13-pro-xanh-la-256gb.jpg'}",256 GB,26.990.000đ,iPhone 13 Pro 256GB | Chính hãng VN/A,1900.0351,https://24hstore.vn/iphone-13-pro/iphone-13-pro-256gb-p5911,5,1 đánh giá,iPhone (Apple),iOS 15,2021,146.7 x 71.5 x 7.7 mm 5.78 x 2.81 x 0.30 in,"Than Chì, Vàng, Bạc, Xanh Sierra","Super Retina XDR OLED, 120Hz, HDR10, Dolby Vision, 1000 nits typ, 1200 nits peak",Gorilla Glass,6.1 inch chiếm khoảng 86.0% thân máy,"1170 x 2532 pixels, 19.59",460 ppi,6GB,256GB,Không,Apple A15 Bionic 5 nm 6 nhân,Apple GPU 5 nhân,Stereo,"12 MP, f/1.5, 26mm wide, 1.9µm, dual pixel PDAF, sensor-shift stabilization IBIS 12 MP, f/2.8, 77mm telephoto, PDAF, OIS, 3x optical zoom 12 MP, f/1.8, 120˚, 13mm ultrawide, PDAF","Vàng Đồng,Than Chì,Xanh,Bạc,Xanh Lá"
"{'https://24hstore.vn/images/products/2020/04/17/original/samsung-galaxy-s10-plus-den.jpg', 'https://24hstore.vn/images/products/2021/02/20/original/samsung-galaxy-s10-plus-gia-re.jpg', 'https://24hstore.vn/images/products/2020/04/17/original/s10-plus-128gb-my-trang.jpg', 'https://24hstore.vn/images/products/2020/04/17/original/samsung-galaxy-s10-plus-8gb-128gb-green.jpg', 'https://24hstore.vn/images/products/2020/04/17/original/galaxy-s10-plus-xanh-duong.jpg'}",,11.999.000đ,Samsung Galaxy S10 Plus,1900.0351,https://24hstore.vn/samsung-galaxy-s10-s10-plus/samsung-galaxy-s10-plus-p3300,4.7,7 đánh giá,Samsung,Android 9.0 Pie; One UI,2019,,,157.6 x 74.1 x 7.8 mm,AMOLED,Full HD+,"1440 x 3040 pixels,",12GB/8GB,1TB/128GB/512GB,hỗ trợ microSD 512 GB,Exynos 9820 Octa 8 nm,Mali-G76 MP12,2x2.7 GHz Mongoose M4 & 2x2.3 GHz Cortex-A75 & 4x1.9 GHz Cortex-A55,,,"Xanh dương ,Trắng,Đen Mờ ,Xanh Lá"
"{'https://24hstore.vn/images/products/2021/05/25/original/note-20-bronze.jpg', 'https://24hstore.vn/images/products/2022/05/12/original/samsung-note-20-red.jpg', 'https://24hstore.vn/images/products/2022/06/06/original/galaxy-note-20-5g-cu.jpg', 'https://24hstore.vn/images/products/2022/05/12/original/samsung-note-20-pink.jpg', 'https://24hstore.vn/images/products/2022/05/12/original/samsung-note-20-blue.jpg', 'https://24hstore.vn/images/products/2021/05/25/original/note-20-green.jpg', 'https://24hstore.vn/images/products/2021/05/25/original/note-20-grey.jpg'}",,9.290.000đ,Samsung Galaxy Note 20 5G Cũ,1900.0351,https://24hstore.vn/samsung-galaxy-note-20/samsung-galaxy-note-20-cu-p5843,5,1 đánh giá,Samsung,Android 10,"Super AMOLED Plus, HDR10+",,6.7 inch,1080 x 2400 pixels,8GB,256GB,Exynos 990 7 nm+ - bản Quốc tế; Qualcomm SM8250 Snapdragon 865 5G+ 7nm+ - bản Mỹ,,"Chính 12 MP & Phụ 64 MP, 12 MP",10MP,,,4.300mAh,,,"Xám,Xanh Lá,Vàng Đồng,Xanh dương ,Hồng,Đỏ"
{'https://24hstore.vn/images/products/2022/05/14/original/rog-phone-5.png'},,7.990.000đ,Asus ROG Phone 5 Cũ,1900.0351,https://24hstore.vn/dien-thoai-asus-cu/asus-rog-phone-5-cu-p5820,4.6,14 đánh giá,ASUS,"Android 11, ROG UI",2021,172.8 x 77.3 x 10.3 mm,"AMOLED, 1B colors, 144Hz, HDR10+,800 nits typ, 1200 nits peak",Corning Gorilla Glass Victus,"6.78 inches, 109.5 cm2",1080 x 2448 pixels,395 pp,8/12/16 GB,128/256 GB,Không có,Qualcomm SM8350 Snapdragon 888,Adreno 660,Octa-core 1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680,,Loa Stereo,Đen
"{'https://24hstore.vn/images/products/2020/04/16/original/s10-lite-trang_1578540595.jpg', 'https://24hstore.vn/images/products/2020/01/09/original/s10-lite-xanh.jpg', 'https://24hstore.vn/images/products/2020/01/09/original/s10-lite-den.jpg'}",,14.990.000đ,Samsung Galaxy S10 Lite,1900.0351,https://24hstore.vn/samsung-galaxy-s10-s10-plus/samsung-galaxy-s10-lite-hang-cong-ty-p4950,5,3 đánh giá,Samsung,,,,,,,,,,,,,,,,,
"{'https://24hstore.vn/images/products/2022/06/06/original/Galaxy-S21-Ultra-5G-cu.jpg', 'https://24hstore.vn/images/products/2022/06/20/original/samsung-galaxy-s21-ultra-5g-gray.jpg', 'https://24hstore.vn/images/products/2022/04/27/original/samsung-galaxy-s21-ultra-5g-black.jpg', 'https://24hstore.vn/images/products/2022/03/16/original/samsung-galaxy-s21-ultra-5g-silver.jpg'}",,12.990.000đ,Samsung Galaxy S21 Ultra 5G Cũ,1900.0351,https://24hstore.vn/samsung-galaxy-s21-s30/samsung-galaxy-s21-ultra-5g-cu-p5942,5,2 đánh giá,Samsung,"Android 11, One UI 3.1",165.1 x 75.6 x 8.9 mm,"Dynamic AMOLED 2X, 120Hz, HDR10+, 1500 nits","Always-on Display, Corning Gorilla Glass Victus","6.8 inches, 112.1 cm2","1440 x 3200 pixels, 209",515 ppi,"12GB, 16GB","256GB, 512GB",Không có,Exynos 2100,Mali GPU G78 MP14,Octa-core 1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55,Loa kép,,"108 MP, f/1.8, 24mm wide, 1/1.33, 0.8µm, PDAF, Laser AF, OIS 10 MP, f/4.9, 240mm periscope telephoto, 1/3.24, 1.22µm, dual pixel PDAF, OIS, 10x optical zoom 10 MP, f/2.4, 70mm telephoto, 1/3.24, 1.22µm, dual pixel PDAF, OIS, 3x optical zoom 12 MP",Đen
